da_asset_short_name|report_date|da_quantity|da_asset_id|intermediary_id|customer_type|table_id|is_digital_asset_outstanding|fiat_asset_id|customer_status|da_wallet_address|customer_code|is_update|fiat_quantity|da_asset_isin|customer_code_amlo
KAVALON|2025-03-10|100000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501156|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501067|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501117|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520610|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501047|F|-|-|-
KAVALON|2025-03-10|400000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501018|F|-|-|-
KAVALON|2025-03-10|30000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501034|F|-|-|-
KAVALON|2025-03-10|10000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501031|F|-|-|-
KAVALON|2025-03-10|10000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501032|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501035|F|-|-|-
KAVALON|2025-03-10|2000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501042|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501057|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501119|F|-|-|-
KAVALON|2025-03-10|50000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501023|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520606|F|-|-|-
KAVALON|2025-03-10|100000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520648|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520657|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501114|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501089|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501217|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520642|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501178|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520631|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501094|F|-|-|-
KAVALON|2025-03-10|3000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1124A0425|F|-|-|-
KAVALON|2025-03-10|300000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501093|F|-|-|-
KAVALON|2025-03-10|2000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520652|F|-|-|-
KAVALON|2025-03-10|2000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501078|F|-|-|-
KAVALON|2025-03-10|100000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501095|F|-|-|-
KAVALON|2025-03-10|2000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520637|F|-|-|-
KAVALON|2025-03-10|300000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501101|F|-|-|-
KAVALON|2025-03-10|2000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501214|F|-|-|-
KAVALON|2025-03-10|50000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501010|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501074|F|-|-|-
KAVALON|2025-03-10|300000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501036|F|-|-|-
KAVALON|2025-03-10|300000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501091|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520659|F|-|-|-
KAVALON|2025-03-10|700000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520662|F|-|-|-
KAVALON|2025-03-10|5000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1123A0400|F|-|-|-
KAVALON|2025-03-10|4000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520641|F|-|-|-
KAVALON|2025-03-10|300000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501116|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520660|F|-|-|-
KAVALON|2025-03-10|1500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501043|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520658|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501161|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501048|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520656|F|-|-|-
KAVALON|2025-03-10|5000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1124A0504|F|-|-|-
KAVALON|2025-03-10|150000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501228|F|-|-|-
KAVALON|2025-03-10|2000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501088|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501224|F|-|-|-
KAVALON|2025-03-10|3000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1124A0417|F|-|-|-
KAVALON|2025-03-10|300000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501216|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501073|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501069|F|-|-|-
KAVALON|2025-03-10|300000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501077|F|-|-|-
KAVALON|2025-03-10|300000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501157|F|-|-|-
KAVALON|2025-03-10|100000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501054|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501110|F|-|-|-
KAVALON|2025-03-10|1500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501225|F|-|-|-
KAVALON|2025-03-10|50000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501090|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1123A0385|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520633|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520649|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501104|F|-|-|-
KAVALON|2025-03-10|50000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501064|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1124A0106|F|-|-|-
KAVALON|2025-03-10|2000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501096|F|-|-|-
KAVALON|2025-03-10|50000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501011|F|-|-|-
KAVALON|2025-03-10|5000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520627|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501058|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1120A0038|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520647|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501075|F|-|-|-
KAVALON|2025-03-10|3000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501221|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501065|F|-|-|-
KAVALON|2025-03-10|110000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501015|F|-|-|-
KAVALON|2025-03-10|50000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1122A0027|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501072|F|-|-|-
KAVALON|2025-03-10|2000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520632|F|-|-|-
KAVALON|2025-03-10|100000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520650|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501052|F|-|-|-
KAVALON|2025-03-10|50000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501024|F|-|-|-
KAVALON|2025-03-10|50000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501006|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520645|F|-|-|-
KAVALON|2025-03-10|2000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1124A0397|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501226|F|-|-|-
KAVALON|2025-03-10|10000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501033|F|-|-|-
KAVALON|2025-03-10|2000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501162|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1122A0215|F|-|-|-
KAVALON|2025-03-10|50000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501188|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501173|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1124A0480|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520640|F|-|-|-
KAVALON|2025-03-10|100000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501099|F|-|-|-
KAVALON|2025-03-10|10000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501028|F|-|-|-
KAVALON|2025-03-10|200000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520603|F|-|-|-
KAVALON|2025-03-10|100000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501155|F|-|-|-
KAVALON|2025-03-10|100000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501098|F|-|-|-
KAVALON|2025-03-10|700000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501066|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501175|F|-|-|-
KAVALON|2025-03-10|50000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501097|F|-|-|-
KAVALON|2025-03-10|1000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1122A0218|F|-|-|-
KAVALON|2025-03-10|100000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520628|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1124A0443|F|-|-|-
KAVALON|2025-03-10|100000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501092|F|-|-|-
KAVALON|2025-03-10|2000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112520634|F|-|-|-
KAVALON|2025-03-10|2000000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501218|F|-|-|-
KAVALON|2025-03-10|20000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|RI|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501009|F|-|-|-
KAVALON|2025-03-10|2500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|UHNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|112501068|F|-|-|-
KAVALON|2025-03-10|500000.00000000|THDA0000000021|0105561177671|11|0105561177671;THDA0000000021;18|T|-|HNW|0xD387ad5Ea23De2CaF7493992BF60866c16aE3F5D|1124A0471|F|-|-|-
